transaction_id,user_id,datetime,amount,merchant,category,channel,payment_type,location,hour,day_of_week,is_weekend,time_bucket,category_avg_amount,category_std_amount,category_txn_count,merchant_avg_amount,merchant_txn_count,amount_zscore,flags,reasons
TXN000248,U001,2025-04-09 09:11:00,141.69,VILLAGE GROCER,Grocery,E-WALLET,DEBIT,Petaling Jaya,9,2,False,MORNING,141.85,61.78,177,146.37,36,-0.0,NORMAL,No unusual spending behavior detected
TXN000250,U001,2025-04-09 11:48:00,113.85,SHELL,Fuel,E-WALLET,DEBIT,Kuala Lumpur,11,2,False,MORNING,83.21,22.89,142,81.18,45,1.34,NORMAL,No unusual spending behavior detected
TXN000251,U001,2025-04-09 12:31:00,232.5,LOTUS,Grocery,E-WALLET,DEBIT,Petaling Jaya,12,2,False,AFTERNOON,141.85,61.78,177,149.89,47,1.47,NORMAL,No unusual spending behavior detected
TXN000249,U001,2025-04-09 15:57:00,10.84,TNG TRANSIT,Transport,DEBIT CARD,DEBIT,Shah Alam,15,2,False,AFTERNOON,27.72,12.25,129,27.53,54,-1.38,NORMAL,No unusual spending behavior detected
TXN000253,U001,2025-04-10 10:08:00,73.63,TEXAS CHICKEN,Food,E-WALLET,DEBIT,Shah Alam,10,3,False,MORNING,71.84,34.34,263,75.97,49,0.05,NORMAL,No unusual spending behavior detected
TXN000252,U001,2025-04-10 21:50:00,433.93,SHOPEE,Shopping,E-WALLET,DEBIT,Kuala Lumpur,21,3,False,EVENING,287.1,137.94,177,252.19,45,1.06,NORMAL,No unusual spending behavior detected
TXN000255,U001,2025-04-11 11:15:00,98.89,PETRONAS,Fuel,E-WALLET,DEBIT,Shah Alam,11,4,False,MORNING,83.21,22.89,142,83.28,55,0.68,NORMAL,No unusual spending behavior detected
TXN000254,U001,2025-04-11 20:33:00,177.25,IKEA,Shopping,E-WALLET,DEBIT,Shah Alam,20,4,False,EVENING,287.1,137.94,177,300.27,46,-0.8,NORMAL,No unusual spending behavior detected
TXN000258,U001,2025-04-12 14:38:00,446.22,LAZADA,Shopping,E-WALLET,DEBIT,Petaling Jaya,14,5,True,AFTERNOON,287.1,137.94,177,299.9,51,1.15,NORMAL,No unusual spending behavior detected
TXN000257,U001,2025-04-12 15:07:00,92.51,MCDONALDS,Food,DEBIT CARD,DEBIT,Shah Alam,15,5,True,AFTERNOON,71.84,34.34,263,65.96,57,0.6,NORMAL,No unusual spending behavior detected
TXN000259,U001,2025-04-12 16:16:00,563.12,LAZADA,Shopping,DEBIT CARD,DEBIT,Petaling Jaya,16,5,True,AFTERNOON,287.1,137.94,177,299.9,51,2.0,HIGH_AMOUNT,Transaction amount is significantly higher than your usual category spending
TXN000256,U001,2025-04-12 16:41:00,111.13,SHELL,Fuel,DEBIT CARD,DEBIT,Kuala Lumpur,16,5,True,AFTERNOON,83.21,22.89,142,81.18,45,1.22,NORMAL,No unusual spending behavior detected
TXN000260,U001,2025-04-13 09:05:00,86.57,TEXAS CHICKEN,Food,E-WALLET,DEBIT,Shah Alam,9,6,True,MORNING,71.84,34.34,263,75.97,49,0.43,NORMAL,No unusual spending behavior detected
TXN000262,U001,2025-04-13 19:59:00,177.05,AEON,Grocery,E-WALLET,DEBIT,Petaling Jaya,19,6,True,EVENING,141.85,61.78,177,148.39,49,0.57,NORMAL,No unusual spending behavior detected
TXN000261,U001,2025-04-13 20:02:00,68.96,PETRONAS,Fuel,E-WALLET,DEBIT,Shah Alam,20,6,True,EVENING,83.21,22.89,142,83.28,55,-0.62,NORMAL,No unusual spending behavior detected
TXN000266,U001,2025-04-14 09:04:00,59.66,MCDONALDS,Food,E-WALLET,DEBIT,Kuala Lumpur,9,0,False,MORNING,71.84,34.34,263,65.96,57,-0.35,NORMAL,No unusual spending behavior detected
TXN000263,U001,2025-04-14 17:54:00,35.86,RAPIDKL,Transport,DEBIT CARD,DEBIT,Petaling Jaya,17,0,False,AFTERNOON,27.72,12.25,129,26.39,39,0.66,NORMAL,No unusual spending behavior detected
TXN000264,U001,2025-04-14 20:49:00,57.25,TEXAS CHICKEN,Food,E-WALLET,DEBIT,Shah Alam,20,0,False,EVENING,71.84,34.34,263,75.97,49,-0.42,NORMAL,No unusual spending behavior detected
TXN000265,U001,2025-04-14 21:54:00,367.05,UNIQLO,Shopping,E-WALLET,DEBIT,Shah Alam,21,0,False,EVENING,287.1,137.94,177,296.04,35,0.58,NORMAL,No unusual spending behavior detected
TXN000267,U001,2025-04-15 11:56:00,124.94,LOTUS,Grocery,E-WALLET,DEBIT,Shah Alam,11,1,False,MORNING,141.85,61.78,177,149.89,47,-0.27,NORMAL,No unusual spending behavior detected
TXN000270,U001,2025-04-16 16:22:00,388.18,IKEA,Shopping,DEBIT CARD,DEBIT,Petaling Jaya,16,2,False,AFTERNOON,287.1,137.94,177,300.27,46,0.73,NORMAL,No unusual spending behavior detected
TXN000269,U001,2025-04-16 16:30:00,12.77,RAPIDKL,Transport,DEBIT CARD,DEBIT,Kuala Lumpur,16,2,False,AFTERNOON,27.72,12.25,129,26.39,39,-1.22,NORMAL,No unusual spending behavior detected
TXN000268,U001,2025-04-16 20:47:00,48.13,TNG TRANSIT,Transport,DEBIT CARD,DEBIT,Petaling Jaya,20,2,False,EVENING,27.72,12.25,129,27.53,54,1.67,NORMAL,No unusual spending behavior detected
TXN000273,U001,2025-04-17 16:30:00,87.15,MCDONALDS,Food,E-WALLET,DEBIT,Shah Alam,16,3,False,AFTERNOON,71.84,34.34,263,65.96,57,0.45,NORMAL,No unusual spending behavior detected
TXN000271,U001,2025-04-17 20:13:00,107.79,MCDONALDS,Food,DEBIT CARD,DEBIT,Kuala Lumpur,20,3,False,EVENING,71.84,34.34,263,65.96,57,1.05,NORMAL,No unusual spending behavior detected
TXN000272,U001,2025-04-17 23:56:00,100.12,KFC,Food,DEBIT CARD,DEBIT,Kuala Lumpur,23,3,False,LATE_NIGHT,71.84,34.34,263,70.94,50,0.82,LATE_NIGHT_WEEKDAY,Transaction occurred late at night on a weekday
TXN000276,U001,2025-04-18 10:05:00,206.32,LAZADA,Shopping,E-WALLET,DEBIT,Shah Alam,10,4,False,MORNING,287.1,137.94,177,299.9,51,-0.59,NORMAL,No unusual spending behavior detected
TXN000274,U001,2025-04-18 13:48:00,390.09,IKEA,Shopping,DEBIT CARD,DEBIT,Shah Alam,13,4,False,AFTERNOON,287.1,137.94,177,300.27,46,0.75,NORMAL,No unusual spending behavior detected
TXN000275,U001,2025-04-18 14:55:00,94.92,PETRONAS,Fuel,DEBIT CARD,DEBIT,Kuala Lumpur,14,4,False,AFTERNOON,83.21,22.89,142,83.28,55,0.51,NORMAL,No unusual spending behavior detected
TXN000277,U001,2025-04-19 14:15:00,65.73,SETEL,Fuel,DEBIT CARD,DEBIT,Petaling Jaya,14,5,True,AFTERNOON,83.21,22.89,142,85.28,42,-0.76,NORMAL,No unusual spending behavior detected
TXN000278,U001,2025-04-19 14:31:00,95.94,IKEA,Shopping,DEBIT CARD,DEBIT,Kuala Lumpur,14,5,True,AFTERNOON,287.1,137.94,177,300.27,46,-1.39,NORMAL,No unusual spending behavior detected
TXN000279,U001,2025-04-20 15:53:00,158.2,AEON,Grocery,E-WALLET,DEBIT,Petaling Jaya,15,6,True,AFTERNOON,141.85,61.78,177,148.39,49,0.26,NORMAL,No unusual spending behavior detected
TXN000280,U001,2025-04-21 10:23:00,24.55,TNG TRANSIT,Transport,DEBIT CARD,DEBIT,Petaling Jaya,10,0,False,MORNING,27.72,12.25,129,27.53,54,-0.26,NORMAL,No unusual spending behavior detected
TXN000281,U001,2025-04-21 21:41:00,98.08,UNIQLO,Shopping,E-WALLET,DEBIT,Kuala Lumpur,21,0,False,EVENING,287.1,137.94,177,296.04,35,-1.37,NORMAL,No unusual spending behavior detected
TXN000282,U001,2025-04-22 18:51:00,35.16,RAPIDKL,Transport,E-WALLET,DEBIT,Shah Alam,18,1,False,EVENING,27.72,12.25,129,26.39,39,0.61,NORMAL,No unusual spending behavior detected
TXN000285,U001,2025-04-23 10:43:00,168.97,SHOPEE,Shopping,E-WALLET,DEBIT,Kuala Lumpur,10,2,False,MORNING,287.1,137.94,177,252.19,45,-0.86,NORMAL,No unusual spending behavior detected
TXN000283,U001,2025-04-23 11:26:00,174.87,AEON,Grocery,E-WALLET,DEBIT,Kuala Lumpur,11,2,False,MORNING,141.85,61.78,177,148.39,49,0.53,NORMAL,No unusual spending behavior detected
TXN000284,U001,2025-04-23 16:15:00,337.75,SHOPEE,Shopping,DEBIT CARD,DEBIT,Shah Alam,16,2,False,AFTERNOON,287.1,137.94,177,252.19,45,0.37,NORMAL,No unusual spending behavior detected
TXN000287,U001,2025-04-24 18:59:00,38.74,GRAB*FOOD,Food,DEBIT CARD,DEBIT,Kuala Lumpur,18,3,False,EVENING,71.84,34.34,263,71.35,45,-0.96,NORMAL,No unusual spending behavior detected
TXN000286,U001,2025-04-24 22:34:00,43.6,GRAB,Transport,E-WALLET,DEBIT,Shah Alam,22,3,False,LATE_NIGHT,27.72,12.25,129,29.45,36,1.3,LATE_NIGHT_WEEKDAY,Transaction occurred late at night on a weekday
TXN000288,U001,2025-04-25 19:48:00,71.94,KFC,Food,E-WALLET,DEBIT,Kuala Lumpur,19,4,False,EVENING,71.84,34.34,263,70.94,50,0.0,NORMAL,No unusual spending behavior detected
TXN000289,U001,2025-04-26 14:10:00,149.84,AEON,Grocery,E-WALLET,DEBIT,Kuala Lumpur,14,5,True,AFTERNOON,141.85,61.78,177,148.39,49,0.13,NORMAL,No unusual spending behavior detected
TXN000290,U001,2025-04-26 23:40:00,73.23,LOCAL CAFE,Food,DEBIT CARD,DEBIT,Petaling Jaya,23,5,True,LATE_NIGHT,71.84,34.34,263,75.05,62,0.04,NORMAL,No unusual spending behavior detected
TXN000291,U001,2025-04-27 09:24:00,132.9,TEXAS CHICKEN,Food,DEBIT CARD,DEBIT,Petaling Jaya,9,6,True,MORNING,71.84,34.34,263,75.97,49,1.78,NORMAL,No unusual spending behavior detected
TXN000292,U001,2025-04-28 14:11:00,211.82,LOTUS,Grocery,E-WALLET,DEBIT,Kuala Lumpur,14,0,False,AFTERNOON,141.85,61.78,177,149.89,47,1.13,NORMAL,No unusual spending behavior detected
TXN000293,U001,2025-04-29 13:17:00,118.58,SETEL,Fuel,E-WALLET,DEBIT,Kuala Lumpur,13,1,False,AFTERNOON,83.21,22.89,142,85.28,42,1.55,NORMAL,No unusual spending behavior detected
TXN000294,U001,2025-04-30 17:15:00,47.8,GRAB*FOOD,Food,DEBIT CARD,DEBIT,Petaling Jaya,17,2,False,AFTERNOON,71.84,34.34,263,71.35,45,-0.7,NORMAL,No unusual spending behavior detected
TXN000295,U001,2025-04-30 21:12:00,30.62,RAPIDKL,Transport,E-WALLET,DEBIT,Kuala Lumpur,21,2,False,EVENING,27.72,12.25,129,26.39,39,0.24,NORMAL,No unusual spending behavior detected
TXN000296,U001,2025-05-01 15:20:00,67.68,MCDONALDS,Food,DEBIT CARD,DEBIT,Petaling Jaya,15,3,False,AFTERNOON,71.84,34.34,263,65.96,57,-0.12,NORMAL,No unusual spending behavior detected
TXN000297,U001,2025-05-02 18:33:00,434.09,UNIQLO,Shopping,E-WALLET,DEBIT,Petaling Jaya,18,4,False,EVENING,287.1,137.94,177,296.04,35,1.07,NORMAL,No unusual spending behavior detected
TXN000300,U001,2025-05-03 14:10:00,286.9,SHOPEE,Shopping,E-WALLET,DEBIT,Kuala Lumpur,14,5,True,AFTERNOON,287.1,137.94,177,252.19,45,-0.0,NORMAL,No unusual spending behavior detected
TXN000298,U001,2025-05-03 14:27:00,229.78,SHOPEE,Shopping,DEBIT CARD,DEBIT,Petaling Jaya,14,5,True,AFTERNOON,287.1,137.94,177,252.19,45,-0.42,NORMAL,No unusual spending behavior detected
TXN000299,U001,2025-05-03 15:41:00,174.44,AEON,Grocery,E-WALLET,DEBIT,Petaling Jaya,15,5,True,AFTERNOON,141.85,61.78,177,148.39,49,0.53,NORMAL,No unusual spending behavior detected
TXN000303,U001,2025-05-04 10:09:00,176.5,GIANT,Grocery,DEBIT CARD,DEBIT,Petaling Jaya,10,6,True,MORNING,141.85,61.78,177,122.73,45,0.56,NORMAL,No unusual spending behavior detected
TXN000301,U001,2025-05-04 13:13:00,65.72,MCDONALDS,Food,DEBIT CARD,DEBIT,Shah Alam,13,6,True,AFTERNOON,71.84,34.34,263,65.96,57,-0.18,NORMAL,No unusual spending behavior detected
TXN000302,U001,2025-05-04 19:38:00,44.37,AEON,Grocery,DEBIT CARD,DEBIT,Petaling Jaya,19,6,True,EVENING,141.85,61.78,177,148.39,49,-1.58,NORMAL,No unusual spending behavior detected
TXN000304,U001,2025-05-05 13:12:00,29.21,LOCAL CAFE,Food,E-WALLET,DEBIT,Shah Alam,13,0,False,AFTERNOON,71.84,34.34,263,75.05,62,-1.24,NORMAL,No unusual spending behavior detected
TXN000306,U001,2025-05-06 08:16:00,57.51,LOCAL CAFE,Food,DEBIT CARD,DEBIT,Shah Alam,8,1,False,MORNING,71.84,34.34,263,75.05,62,-0.42,NORMAL,No unusual spending behavior detected
TXN000305,U001,2025-05-06 17:42:00,223.73,LOTUS,Grocery,E-WALLET,DEBIT,Shah Alam,17,1,False,AFTERNOON,141.85,61.78,177,149.89,47,1.33,NORMAL,No unusual spending behavior detected
TXN000307,U001,2025-05-07 11:41:00,45.85,GRAB,Transport,DEBIT CARD,DEBIT,Kuala Lumpur,11,2,False,MORNING,27.72,12.25,129,29.45,36,1.48,NORMAL,No unusual spending behavior detected
TXN000310,U001,2025-05-07 17:06:00,37.3,GIANT,Grocery,E-WALLET,DEBIT,Shah Alam,17,2,False,AFTERNOON,141.85,61.78,177,122.73,45,-1.69,NORMAL,No unusual spending behavior detected
TXN000309,U001,2025-05-07 17:25:00,158.65,IKEA,Shopping,DEBIT CARD,DEBIT,Kuala Lumpur,17,2,False,AFTERNOON,287.1,137.94,177,300.27,46,-0.93,NORMAL,No unusual spending behavior detected
TXN000308,U001,2025-05-07 21:41:00,133.64,LOTUS,Grocery,DEBIT CARD,DEBIT,Kuala Lumpur,21,2,False,EVENING,141.85,61.78,177,149.89,47,-0.13,NORMAL,No unusual spending behavior detected
TXN000311,U001,2025-05-08 11:23:00,182.83,LAZADA,Shopping,E-WALLET,DEBIT,Petaling Jaya,11,3,False,MORNING,287.1,137.94,177,299.9,51,-0.76,NORMAL,No unusual spending behavior detected
TXN000312,U001,2025-05-08 21:42:00,100.33,SHELL,Fuel,E-WALLET,DEBIT,Petaling Jaya,21,3,False,EVENING,83.21,22.89,142,81.18,45,0.75,NORMAL,No unusual spending behavior detected
TXN000313,U001,2025-05-09 13:34:00,39.19,RAPIDKL,Transport,E-WALLET,DEBIT,Kuala Lumpur,13,4,False,AFTERNOON,27.72,12.25,129,26.39,39,0.94,NORMAL,No unusual spending behavior detected
TXN000314,U001,2025-05-09 21:28:00,319.3,SHOPEE,Shopping,DEBIT CARD,DEBIT,Shah Alam,21,4,False,EVENING,287.1,137.94,177,252.19,45,0.23,NORMAL,No unusual spending behavior detected
TXN000315,U001,2025-05-10 08:50:00,140.09,TEXAS CHICKEN,Food,E-WALLET,DEBIT,Petaling Jaya,8,5,True,MORNING,71.84,34.34,263,75.97,49,1.99,NORMAL,No unusual spending behavior detected
TXN000317,U001,2025-05-10 09:30:00,166.86,GIANT,Grocery,E-WALLET,DEBIT,Kuala Lumpur,9,5,True,MORNING,141.85,61.78,177,122.73,45,0.4,NORMAL,No unusual spending behavior detected
TXN000316,U001,2025-05-10 10:21:00,102.97,AEON,Grocery,DEBIT CARD,DEBIT,Petaling Jaya,10,5,True,MORNING,141.85,61.78,177,148.39,49,-0.63,NORMAL,No unusual spending behavior detected
TXN000321,U001,2025-05-11 10:46:00,139.71,LOCAL CAFE,Food,DEBIT CARD,DEBIT,Shah Alam,10,6,True,MORNING,71.84,34.34,263,75.05,62,1.98,NORMAL,No unusual spending behavior detected
TXN000319,U001,2025-05-11 11:09:00,56.04,SETEL,Fuel,DEBIT CARD,DEBIT,Kuala Lumpur,11,6,True,MORNING,83.21,22.89,142,85.28,42,-1.19,NORMAL,No unusual spending behavior detected
TXN000320,U001,2025-05-11 19:50:00,61.16,IKEA,Shopping,E-WALLET,DEBIT,Kuala Lumpur,19,6,True,EVENING,287.1,137.94,177,300.27,46,-1.64,NORMAL,No unusual spending behavior detected
TXN000318,U001,2025-05-11 20:20:00,545.35,IKEA,Shopping,E-WALLET,DEBIT,Kuala Lumpur,20,6,True,EVENING,287.1,137.94,177,300.27,46,1.87,NORMAL,No unusual spending behavior detected
TXN000323,U001,2025-05-12 14:12:00,41.25,PETRONAS,Fuel,DEBIT CARD,DEBIT,Shah Alam,14,0,False,AFTERNOON,83.21,22.89,142,83.28,55,-1.83,NORMAL,No unusual spending behavior detected
TXN000324,U001,2025-05-12 15:32:00,33.04,MCDONALDS,Food,DEBIT CARD,DEBIT,Kuala Lumpur,15,0,False,AFTERNOON,71.84,34.34,263,65.96,57,-1.13,NORMAL,No unusual spending behavior detected
TXN000322,U001,2025-05-12 21:58:00,39.65,TEXAS CHICKEN,Food,DEBIT CARD,DEBIT,Petaling Jaya,21,0,False,EVENING,71.84,34.34,263,75.97,49,-0.94,NORMAL,No unusual spending behavior detected
TXN000325,U001,2025-05-13 09:06:00,48.38,LOCAL CAFE,Food,DEBIT CARD,DEBIT,Petaling Jaya,9,1,False,MORNING,71.84,34.34,263,75.05,62,-0.68,NORMAL,No unusual spending behavior detected
TXN000328,U001,2025-05-13 13:10:00,91.81,SHELL,Fuel,DEBIT CARD,DEBIT,Petaling Jaya,13,1,False,AFTERNOON,83.21,22.89,142,81.18,45,0.38,NORMAL,No unusual spending behavior detected
TXN000326,U001,2025-05-13 15:03:00,109.0,PETRONAS,Fuel,DEBIT CARD,DEBIT,Petaling Jaya,15,1,False,AFTERNOON,83.21,22.89,142,83.28,55,1.13,NORMAL,No unusual spending behavior detected
TXN000327,U001,2025-05-13 17:35:00,159.28,GIANT,Grocery,DEBIT CARD,DEBIT,Petaling Jaya,17,1,False,AFTERNOON,141.85,61.78,177,122.73,45,0.28,NORMAL,No unusual spending behavior detected
TXN000331,U001,2025-05-14 08:26:00,161.34,AEON,Grocery,DEBIT CARD,DEBIT,Kuala Lumpur,8,2,False,MORNING,141.85,61.78,177,148.39,49,0.32,NORMAL,No unusual spending behavior detected
TXN000330,U001,2025-05-14 11:32:00,64.71,PETRONAS,Fuel,DEBIT CARD,DEBIT,Shah Alam,11,2,False,MORNING,83.21,22.89,142,83.28,55,-0.81,NORMAL,No unusual spending behavior detected
TXN000329,U001,2025-05-14 12:03:00,45.3,GRAB,Transport,DEBIT CARD,DEBIT,Kuala Lumpur,12,2,False,AFTERNOON,27.72,12.25,129,29.45,36,1.44,NORMAL,No unusual spending behavior detected
TXN000332,U001,2025-05-15 08:55:00,111.51,PETRONAS,Fuel,E-WALLET,DEBIT,Shah Alam,8,3,False,MORNING,83.21,22.89,142,83.28,55,1.24,NORMAL,No unusual spending behavior detected
TXN000336,U001,2025-05-16 09:33:00,52.81,SETEL,Fuel,DEBIT CARD,DEBIT,Petaling Jaya,9,4,False,MORNING,83.21,22.89,142,85.28,42,-1.33,NORMAL,No unusual spending behavior detected
TXN000333,U001,2025-05-16 15:21:00,24.42,GRAB,Transport,E-WALLET,DEBIT,Shah Alam,15,4,False,AFTERNOON,27.72,12.25,129,29.45,36,-0.27,NORMAL,No unusual spending behavior detected
TXN000334,U001,2025-05-16 17:29:00,37.86,KFC,Food,DEBIT CARD,DEBIT,Kuala Lumpur,17,4,False,AFTERNOON,71.84,34.34,263,70.94,50,-0.99,NORMAL,No unusual spending behavior detected
TXN000335,U001,2025-05-16 21:08:00,106.36,GRAB*FOOD,Food,DEBIT CARD,DEBIT,Shah Alam,21,4,False,EVENING,71.84,34.34,263,71.35,45,1.01,NORMAL,No unusual spending behavior detected
TXN000337,U001,2025-05-17 13:06:00,346.15,IKEA,Shopping,E-WALLET,DEBIT,Petaling Jaya,13,5,True,AFTERNOON,287.1,137.94,177,300.27,46,0.43,NORMAL,No unusual spending behavior detected
TXN000340,U001,2025-05-18 11:58:00,79.11,MCDONALDS,Food,E-WALLET,DEBIT,Petaling Jaya,11,6,True,MORNING,71.84,34.34,263,65.96,57,0.21,NORMAL,No unusual spending behavior detected
TXN000339,U001,2025-05-18 16:47:00,33.4,RAPIDKL,Transport,E-WALLET,DEBIT,Shah Alam,16,6,True,AFTERNOON,27.72,12.25,129,26.39,39,0.46,NORMAL,No unusual spending behavior detected
TXN000338,U001,2025-05-18 19:08:00,144.39,LOCAL CAFE,Food,DEBIT CARD,DEBIT,Shah Alam,19,6,True,EVENING,71.84,34.34,263,75.05,62,2.11,HIGH_AMOUNT,Transaction amount is significantly higher than your usual category spending
TXN000341,U001,2025-05-19 17:44:00,54.97,LOCAL CAFE,Food,E-WALLET,DEBIT,Petaling Jaya,17,0,False,AFTERNOON,71.84,34.34,263,75.05,62,-0.49,NORMAL,No unusual spending behavior detected
TXN000342,U001,2025-05-20 14:40:00,114.18,SETEL,Fuel,E-WALLET,DEBIT,Petaling Jaya,14,1,False,AFTERNOON,83.21,22.89,142,85.28,42,1.35,NORMAL,No unusual spending behavior detected
TXN000343,U001,2025-05-20 16:00:00,45.12,TNG TRANSIT,Transport,DEBIT CARD,DEBIT,Shah Alam,16,1,False,AFTERNOON,27.72,12.25,129,27.53,54,1.42,NORMAL,No unusual spending behavior detected
TXN000344,U001,2025-05-20 21:07:00,80.76,MCDONALDS,Food,DEBIT CARD,DEBIT,Kuala Lumpur,21,1,False,EVENING,71.84,34.34,263,65.96,57,0.26,NORMAL,No unusual spending behavior detected
TXN000346,U001,2025-05-21 08:59:00,53.59,MCDONALDS,Food,DEBIT CARD,DEBIT,Kuala Lumpur,8,2,False,MORNING,71.84,34.34,263,65.96,57,-0.53,NORMAL,No unusual spending behavior detected
TXN000348,U001,2025-05-21 10:25:00,113.79,KFC,Food,DEBIT CARD,DEBIT,Kuala Lumpur,10,2,False,MORNING,71.84,34.34,263,70.94,50,1.22,NORMAL,No unusual spending behavior detected
TXN000347,U001,2025-05-21 13:08:00,144.31,IKEA,Shopping,DEBIT CARD,DEBIT,Petaling Jaya,13,2,False,AFTERNOON,287.1,137.94,177,300.27,46,-1.04,NORMAL,No unusual spending behavior detected
TXN000345,U001,2025-05-21 19:40:00,222.07,AEON,Grocery,DEBIT CARD,DEBIT,Shah Alam,19,2,False,EVENING,141.85,61.78,177,148.39,49,1.3,NORMAL,No unusual spending behavior detected
TXN000349,U001,2025-05-22 18:57:00,166.37,LAZADA,Shopping,E-WALLET,DEBIT,Petaling Jaya,18,3,False,EVENING,287.1,137.94,177,299.9,51,-0.88,NORMAL,No unusual spending behavior detected
TXN000350,U001,2025-05-22 19:26:00,19.97,TNG TRANSIT,Transport,E-WALLET,DEBIT,Shah Alam,19,3,False,EVENING,27.72,12.25,129,27.53,54,-0.63,NORMAL,No unusual spending behavior detected
TXN000351,U001,2025-05-23 14:07:00,135.89,VILLAGE GROCER,Grocery,E-WALLET,DEBIT,Shah Alam,14,4,False,AFTERNOON,141.85,61.78,177,146.37,36,-0.1,NORMAL,No unusual spending behavior detected
TXN000352,U001,2025-05-24 18:10:00,28.45,KFC,Food,DEBIT CARD,DEBIT,Petaling Jaya,18,5,True,EVENING,71.84,34.34,263,70.94,50,-1.26,NORMAL,No unusual spending behavior detected
TXN000355,U001,2025-05-25 14:47:00,157.81,GIANT,Grocery,DEBIT CARD,DEBIT,Kuala Lumpur,14,6,True,AFTERNOON,141.85,61.78,177,122.73,45,0.26,NORMAL,No unusual spending behavior detected
TXN000354,U001,2025-05-25 15:08:00,411.71,SHOPEE,Shopping,E-WALLET,DEBIT,Petaling Jaya,15,6,True,AFTERNOON,287.1,137.94,177,252.19,45,0.9,NORMAL,No unusual spending behavior detected
TXN000356,U001,2025-05-25 15:33:00,29.27,LOCAL CAFE,Food,DEBIT CARD,DEBIT,Kuala Lumpur,15,6,True,AFTERNOON,71.84,34.34,263,75.05,62,-1.24,NORMAL,No unusual spending behavior detected
TXN000353,U001,2025-05-25 21:29:00,43.81,GIANT,Grocery,DEBIT CARD,DEBIT,Petaling Jaya,21,6,True,EVENING,141.85,61.78,177,122.73,45,-1.59,NORMAL,No unusual spending behavior detected
TXN000358,U001,2025-05-26 10:11:00,54.25,MCDONALDS,Food,DEBIT CARD,DEBIT,Petaling Jaya,10,0,False,MORNING,71.84,34.34,263,65.96,57,-0.51,NORMAL,No unusual spending behavior detected
TXN000357,U001,2025-05-26 17:10:00,126.55,SHOPEE,Shopping,E-WALLET,DEBIT,Kuala Lumpur,17,0,False,AFTERNOON,287.1,137.94,177,252.19,45,-1.16,NORMAL,No unusual spending behavior detected
TXN000359,U001,2025-05-27 10:51:00,106.36,LAZADA,Shopping,E-WALLET,DEBIT,Kuala Lumpur,10,1,False,MORNING,287.1,137.94,177,299.9,51,-1.31,NORMAL,No unusual spending behavior detected
TXN000361,U001,2025-05-27 11:09:00,84.27,GIANT,Grocery,E-WALLET,DEBIT,Petaling Jaya,11,1,False,MORNING,141.85,61.78,177,122.73,45,-0.93,NORMAL,No unusual spending behavior detected
TXN000360,U001,2025-05-27 19:39:00,110.19,GIANT,Grocery,DEBIT CARD,DEBIT,Kuala Lumpur,19,1,False,EVENING,141.85,61.78,177,122.73,45,-0.51,NORMAL,No unusual spending behavior detected
TXN000362,U001,2025-05-28 08:17:00,153.48,VILLAGE GROCER,Grocery,DEBIT CARD,DEBIT,Shah Alam,8,2,False,MORNING,141.85,61.78,177,146.37,36,0.19,NORMAL,No unusual spending behavior detected
TXN000363,U001,2025-05-28 17:58:00,19.52,GRAB*FOOD,Food,DEBIT CARD,DEBIT,Petaling Jaya,17,2,False,AFTERNOON,71.84,34.34,263,71.35,45,-1.52,NORMAL,No unusual spending behavior detected
TXN000366,U001,2025-05-29 10:11:00,29.96,KFC,Food,DEBIT CARD,DEBIT,Shah Alam,10,3,False,MORNING,71.84,34.34,263,70.94,50,-1.22,NORMAL,No unusual spending behavior detected
TXN000364,U001,2025-05-29 10:31:00,31.95,LOTUS,Grocery,DEBIT CARD,DEBIT,Petaling Jaya,10,3,False,MORNING,141.85,61.78,177,149.89,47,-1.78,NORMAL,No unusual spending behavior detected
TXN000365,U001,2025-05-29 20:34:00,353.08,IKEA,Shopping,E-WALLET,DEBIT,Shah Alam,20,3,False,EVENING,287.1,137.94,177,300.27,46,0.48,NORMAL,No unusual spending behavior detected
TXN000367,U001,2025-05-30 11:30:00,41.56,TNG TRANSIT,Transport,DEBIT CARD,DEBIT,Kuala Lumpur,11,4,False,MORNING,27.72,12.25,129,27.53,54,1.13,NORMAL,No unusual spending behavior detected
TXN000368,U001,2025-05-30 13:59:00,87.34,LOCAL CAFE,Food,DEBIT CARD,DEBIT,Petaling Jaya,13,4,False,AFTERNOON,71.84,34.34,263,75.05,62,0.45,NORMAL,No unusual spending behavior detected
TXN000369,U001,2025-05-31 11:47:00,22.66,RAPIDKL,Transport,DEBIT CARD,DEBIT,Petaling Jaya,11,5,True,MORNING,27.72,12.25,129,26.39,39,-0.41,NORMAL,No unusual spending behavior detected
TXN000370,U001,2025-06-01 21:47:00,168.06,VILLAGE GROCER,Grocery,DEBIT CARD,DEBIT,Petaling Jaya,21,6,True,EVENING,141.85,61.78,177,146.37,36,0.42,NORMAL,No unusual spending behavior detected
TXN000371,U001,2025-06-02 15:20:00,77.15,SHELL,Fuel,DEBIT CARD,DEBIT,Shah Alam,15,0,False,AFTERNOON,83.21,22.89,142,81.18,45,-0.26,NORMAL,No unusual spending behavior detected
